window_id,date,start_time,duration_s,flow_point,standard_volume_m3,standard_rate_m3h,condition_note,is_disturbed,disturbance_id,disturbance_angle_deg,phys6_volume_m3,owics_volume_m3,lagrange_volume_m3,equal_weight_volume_m3,chord0,chord1,chord2,chord3,chord4,ab0,ab1,ab2,ab3,ab4,profile_top_bottom,profile_center_all,profile_edge_inner,profile_inner_skew,profile_ab_abs,profile_swirl,dyn_first_0p1_s,dyn_tail_0p1_s,dyn_start_over_plateau,dyn_end_over_plateau,dyn_plateau_cv,dyn_active_eq_s,zero_rate_med,zero_rate_mad,zero_age_s
updated_20260608_home__20260608_090825,20260608,09:08:25,125,70,83.7273,2411.34624,disturbed_test,1,D7,270,83.6214010368,84.1794933136,83.9301897577,84.2448668717,5.08247456168,5.23149586389,5.20783633457,5.14476147485,4.98222533797,0.908495792554,0.391347785587,0.0664366257842,-0.26766523127,-1.10877534173,0.0195426781819,1.01522052485,0.969974006145,0.0169080835699,0.213867429602,0.124869847052,2.01699995995,3.98300004005,0.0303234883195,-0.0011237468152,0.0408208469458,111.68177644,1.49360377067,0.0778406371458,107.983
updated_20260608_home__20260608_093103,20260608,09:31:03,157,60,82.0068,1880.41070064,disturbed_test,1,D7,270,81.7741422253,82.3144852075,82.0669266501,82.3897430686,3.9776493274,4.08251623377,4.0543002919,4.00116870861,3.8556961367,0.714596889809,0.298382319469,0.0537780711038,-0.199090234385,-0.848229764394,0.0305320643215,1.01503008316,0.969031514703,0.0203660753473,0.211711208541,0.123640180819,2.01699995995,4.98300004005,0.0363307861778,0.00170803438516,0.0345487627273,144.594740775,1.52767236017,0.148924524312,588.983
updated_20260608_home__20260608_103248,20260608,10:32:48,225,40,81.4669,1303.4704,disturbed_test,1,D7,270,81.2158244491,81.7537938131,81.5028548275,81.8258834658,2.75779062663,2.830290056,2.81097791345,2.77227445731,2.66884546347,0.48839314868,0.208251239849,0.038575690658,-0.134547467099,-0.582876142626,0.0321329537247,1.01551360412,0.968598590378,0.0209591222472,0.209916900587,0.122415188652,2.01699995995,3.98300004005,0.00140315655042,-0.00106320561855,0.0233014812673,216.11462045,1.5826223168,0.0487067955655,280.983
updated_20260608_home__20260608_105332,20260608,10:53:32,294,30,81.4269,997.064081633,disturbed_test,1,D7,270,81.3463112395,81.8961917604,81.659218937,81.9452042124,2.11918264532,2.1681428247,2.1541867253,2.12006713284,2.04583953252,0.37166740087,0.160487329142,0.0300516292336,-0.100693130649,-0.448372750183,0.0345716115143,1.01541513237,0.97127291319,0.0226613526291,0.20952736093,0.122159405619,3.01699995995,4.98300004005,0.00200437859519,0.000281256496113,0.0116106289441,284.709048605,1.42995819241,0.313984031484,443.983
updated_20260608_home__20260608_112156,20260608,11:21:56,119,80,84.5678,2558.35361345,disturbed_test,1,D7,270,84.3967279989,84.9617853965,84.7227405881,85.0238430475,5.40246611511,5.54401467159,5.51700098034,5.44978965644,5.27785985153,0.972613459436,0.413651882763,0.0677614317489,-0.279914032202,-1.16917962855,0.0229130340923,1.01448537108,0.971485906785,0.0173264242296,0.213534362019,0.12485110418,2.01699995995,3.98300004005,0.000603332873921,0.00150034987051,0.0422716682621,103.874460876,7.38024952462,0.290864696395,824.983
updated_20260608_home__20260608_130102,20260608,13:01:02,139,60,81.9671,2122.88892086,disturbed_test,1,D7,270,81.6828266024,82.2204616664,81.9772264338,82.299946189,4.46952575163,4.59853899729,4.57219088277,4.5219721381,4.37073286339,0.802745495031,0.340284298421,0.0607101511053,-0.22915575674,-0.965970126053,0.0219218614563,1.01455617777,0.969272279128,0.0169899687014,0.212920606964,0.124282758232,2.01799988747,3.98300004005,0.000638039155825,0.000343021440609,0.0438335395519,127.840315848,6.04149473755,0.238319130668,320.983
updated_20260608_home__20260608_135520,20260608,13:55:20,154,60,82.6278,1931.55896104,disturbed_test,1,D7,270,82.2867472455,82.8339013379,82.5969479891,82.9023199142,4.08039656763,4.17951469625,4.156596016,4.10713836261,3.9634063692,0.722542769355,0.309316651758,0.0550051020305,-0.207698186813,-0.872968808736,0.028552228588,1.01444463889,0.970693822911,0.017663920996,0.211600138219,0.123457509745,2.01699995995,2.98300004005,0.000689619010856,-0.00033220066308,0.0232601733778,143.26468239,1.61036900591,0.105280304517,120.983
updated_20260608_home__20260608_155232,20260608,15:52:32,122,70,83.9888,2478.35803279,disturbed_test,1,D7,270,83.8466018135,84.3991248403,84.1479983525,84.4793949135,5.22545489038,5.38308310173,5.34807456166,5.28359306442,5.11245511023,0.943037701638,0.393303884734,0.0687143909173,-0.27443912533,-1.12100616951,0.0214399185937,1.01471244532,0.969178199431,0.0188766588561,0.212540304829,0.124124636781,3.01699995995,3.98300004005,0.0602205365242,-0.00114517841344,0.0372876556743,107.851471913,1.59115452984,0.121904514212,3.983
updated_20260608_home__20260608_161457,20260608,16:14:57,128,70,83.4487,2346.9946875,disturbed_test,1,D7,270,83.2726109868,83.8241762475,83.5821912228,83.8979068382,4.94796175946,5.08778452679,5.06084262049,5.00415194436,4.84375110475,0.884844175714,0.375347361205,0.062147349825,-0.257804213678,-1.06311225998,0.0208885101564,1.01442086482,0.970251139828,0.0167637373763,0.211930983808,0.123865494838,2.01699995995,2.98300004005,0.00056009402803,0.000599948450484,0.0440367163105,113.224846174,1.60737579381,0.162619527501,451.983
updated_20260608_home__20260608_163905,20260608,16:39:05,141,60,82.4484,2105.06553191,disturbed_test,1,D7,270,82.2231613784,82.7692406464,82.5430851303,82.8387931453,4.42846643623,4.55830595868,4.53267762468,4.48224370239,4.3570890962,0.783813100088,0.343012953021,0.0669736538695,-0.226096137959,-0.971928905232,0.0159618125498,1.01362351912,0.971794399876,0.0170094805502,0.213949459559,0.124489942918,1.01699995995,3.98300004005,0.000873425826855,-0.000834465358284,0.0331836752804,129.42473412,1.60105723296,0.136688805069,208.983
updated_20260608_home__20260608_170026,20260608,17:00:26,160,60,82.589,1858.2525,disturbed_test,1,D7,270,82.3240530844,82.8786336185,82.6357754367,82.9322525326,3.92534223165,4.02427618811,4.00622064343,3.95220315875,3.81786498257,0.70124410367,0.298001840486,0.0462365346251,-0.199379800926,-0.835058007447,0.0272426631552,1.01547183658,0.970755000736,0.0182686222253,0.210882091819,0.123442185818,2.01699995995,2.98300004005,0.00087683579734,-0.00100796832115,0.0284908824103,148.755415204,1.63676673982,0.134092910139,237.983
updated_20260608_home__20260608_174749,20260608,17:47:49,223,40,81.9888,1323.58600897,disturbed_test,1,D7,270,81.7407322432,82.2835705416,82.0348928728,82.3531707125,2.7961849065,2.87213247888,2.85400750585,2.81571126278,2.71625572416,0.496662848389,0.208748824503,0.0379952970173,-0.140677142202,-0.595326086306,0.0284358625252,1.0153508731,0.969161756375,0.0200725929793,0.210527888739,0.122881625253,2.01699995995,3.98300004005,0.000995569545673,-0.00111255882034,0.019750242261,214.667246515,1.44781633138,0.364857969961,1118.983
updated_20260608_home__20260608_181045,20260608,18:10:45,288,30,83.1491,1039.36375,disturbed_test,1,D7,270,83.0208956057,83.5736971435,83.3082953784,83.6415525236,2.20326127366,2.26405709819,2.24674459369,2.21064732452,2.12785539617,0.387221424618,0.162583941587,0.0315398364348,-0.103807912361,-0.464871048396,0.034112386041,1.01639051849,0.967911231822,0.0241617083221,0.208100851159,0.121407244637,2.01699995995,3.98300004005,0.00158056605793,-0.000691526288768,0.0130833704183,279.973686003,1.71648720955,0.157144686404,190.983
updated_20260609_home__20260609_083150,20260609,08:31:50,142,60,83.5482,2118.12338028,disturbed_test,1,D5,0,83.2018200717,83.7353840306,83.2826034517,83.8488518786,4.42601781008,4.64500273676,4.62018576677,4.52883930929,4.25198318155,0.861304901054,0.278107545518,0.0217419433671,-0.238536218933,-0.864378091419,0.0387225003236,1.02798590349,0.94595055682,0.0258462260978,0.201501050038,0.119998732654,2.01699995995,2.98300004005,0.00191514363114,-0.000484707891895,0.0394558802208,131.236090813,1.63981185711,0.0635463620613,328.983
updated_20260609_home__20260609_085806,20260609,08:58:06,121,70,83.9283,2497.04033058,disturbed_test,1,D5,0,83.707863555,84.2433368305,83.7926897553,84.3601942521,5.22121288551,5.48677219907,5.45267187239,5.34393886445,5.02836451078,1.02592362755,0.326834336321,0.0211876069083,-0.279031890691,-1.03057820213,0.036341285012,1.02752798861,0.946343904493,0.0269162077714,0.202280908727,0.120776573815,2.01699995995,3.98300004005,0.00083386378009,0.000720584112906,0.0388917157557,106.655292789,1.51810921174,0.114385664349,65.983
updated_20260609_home__20260609_093941,20260609,09:39:41,160,50,81.6476,1837.071,disturbed_test,1,D5,0,81.2433249383,81.7592205811,81.3093039603,81.8807615873,3.82772382028,4.02820114591,4.00467117441,3.92767975217,3.68752821939,0.750028229933,0.24286177584,0.0185498027239,-0.207311841383,-0.752847804675,0.0359922496879,1.02811446227,0.944615955913,0.025806737726,0.202466552159,0.120593950342,2.01699995995,5.98300004005,0.00937513692236,0.000789995497398,0.0333335760641,147.295338832,1.60874156279,0.107843913239,1326.983
updated_20260609_home__20260609_094422,20260609,09:44:22,236,20,42.2468,644.442711864,disturbed_test,1,D5,0,42.2073420291,42.479164072,42.2263565669,42.5346994073,1.35604341397,1.42414106416,1.41492124957,1.38020903528,1.28374950266,0.255641674324,0.0851698314362,0.00611135895489,-0.0714064754328,-0.254167843718,0.0526995436348,1.03142440045,0.941320742069,0.0320247975382,0.196090066464,0.116672784376,1.01699995995,1.98300004005,0.0929215155828,0.00632804913047,0.0192475359564,224.788561235,1.58776752625,0.13732661205,281.983
updated_20260609_home__20260609_101255,20260609,10:12:55,188,50,82.6279,1582.23638298,disturbed_test,1,D5,0,82.2860100544,82.8094078509,82.3567736257,82.9306284892,3.31381206491,3.47974099142,3.45144301071,3.37683921474,3.16584209403,0.636099813628,0.210858964301,0.0162125169716,-0.173583762134,-0.640819604583,0.0440710074336,1.0279691864,0.945027107408,0.0306480087654,0.199857862891,0.118976202963,2.01699995995,3.98300004005,0.014473630524,0.0013520370725,0.0302952914744,178.118612777,1.63668895411,0.17332814899,482.983
updated_20260609_home__20260609_110218,20260609,11:02:18,298,30,81.1883,980.798255034,disturbed_test,1,D5,0,80.9805008403,81.4927433653,81.0100068414,81.6185606158,2.05259914928,2.16193064173,2.14814726854,2.10210539845,1.95854002369,0.389977873159,0.127582175936,0.0113103378306,-0.108810934124,-0.392175776018,0.0451195507751,1.03045227292,0.940690729434,0.0286977800894,0.197606300463,0.117454364105,0,3.98300004005,0.124890714704,0.000869411542459,0.0361007238398,291.357449536,1.72561432092,0.226537492853,362.983
updated_20260609_home__20260609_112709,20260609,11:27:09,120,70,83.9291,2517.873,disturbed_test,1,D5,0,83.7081244726,84.2479998179,83.8039458394,84.3556050386,5.25372114786,5.52850587303,5.49728154674,5.38594338342,5.08716095658,1.02518568666,0.334944953056,0.0330021003214,-0.268503160771,-1.05652221613,0.0311297053214,1.02742890306,0.94744882325,0.0266445917093,0.203206926092,0.120915696917,2.01699995995,2.98300004005,0.00093004866481,-0.00189277622317,0.042091342291,106.001937041,1.58770118092,0.0560514648412,65.983
updated_20260609_home__20260609_124246,20260609,12:42:46,132,70,83.649,2281.33636364,disturbed_test,1,D5,0,83.3950286087,83.9284729682,83.4545948758,84.0453472029,4.76348741984,5.01645768077,4.98820142235,4.8836896991,4.57927055693,0.938514088662,0.305301228332,0.0195781162649,-0.264881796769,-0.931993724454,0.0380124739232,1.02929706593,0.943698878237,0.0273961860016,0.203066989628,0.121012181989,2.01699995995,6.98300004005,0.000769550024469,0.00124877191214,0.0382556564927,115.662476645,1.58477228334,0.0451504741967,696.983
updated_20260609_home__20260609_130119,20260609,13:01:19,137,60,82.9493,2179.68963504,disturbed_test,1,D5,0,82.6775396214,83.1992936966,82.7247416864,83.3299994012,4.52838444725,4.78842536562,4.7640360543,4.67552834341,4.39167081816,0.885151330374,0.289395372237,0.0130051420156,-0.245676624052,-0.894146862376,0.0295302754342,1.02903637184,0.942529469147,0.0243858654318,0.201086124393,0.120207790885,2.01699995995,2.98300004005,0.000956476498943,0.000984724527915,0.0336006407066,125.203936345,1.61189483709,0.166887722266,22.983
updated_20260609_home__20260609_132339,20260609,13:23:39,152,60,82.0491,1943.26815789,disturbed_test,1,D5,0,81.6719004984,82.1951244986,81.7344055733,82.3078635225,4.04708322741,4.26497425882,4.24158152534,4.15325080893,3.9008920035,0.785924654551,0.253619342462,0.0231418302571,-0.21506927213,-0.799731152017,0.0354699077172,1.02912131969,0.944139075273,0.0271071022685,0.201621530076,0.119967846597,2.01699995995,2.98300004005,0.0112271469741,0.00247746888108,0.0270206884283,142.0047217,1.60215385472,0.274722752189,713.983
updated_20260609_home__20260609_133044,20260609,13:30:44,238,20,42.0361,635.840168067,disturbed_test,1,D5,0,41.9887803656,42.2527169545,41.9926587698,42.3215672809,1.33150544671,1.40594300172,1.39617409965,1.3650724627,1.26864959783,0.251235994842,0.0831284476357,0.00588168473699,-0.0727207611147,-0.249464665292,0.0464405557281,1.03155238901,0.938340142063,0.0301968802986,0.195772963233,0.116421765098,2.01699995995,3.98300004005,0.000808412946741,0.00145925085673,0.0223588125381,223.268459987,1.55057538993,0.708124149692,128.983
updated_20260609_home__20260609_153413,20260609,15:34:13,124,70,84.1503,2443.07322581,disturbed_test,1,D5,0,83.8815188018,84.4223500108,83.9479972155,84.5309826297,5.09566824051,5.36717063274,5.34171557818,5.22861195834,4.91028421819,1.00410202629,0.321910831232,0.0210085132215,-0.278370108801,-1.00064911923,0.0357284821089,1.02949211629,0.944333499928,0.0267039794326,0.202443432559,0.120754099334,2.01699995995,2.98300004005,0.000601471357627,0.00118561744957,0.0447150548496,110.816008122,1.70932763635,0.18017626074,590.983
updated_20260609_home__20260609_155607,20260609,15:56:07,142,60,82.59,2093.83098592,disturbed_test,1,D5,0,82.2480279601,82.7708707584,82.3018061832,82.8929513505,4.35244252766,4.59802817347,4.57265092052,4.48137784653,4.21134187849,0.848252849592,0.280594287576,0.019477052544,-0.234269979851,-0.865435808795,0.0317567646832,1.02914196432,0.943209763644,0.0262538620812,0.202380809556,0.120613628161,2.01699995995,4.98300004005,0.000695997928419,0.00187467873147,0.0412610508156,128.856497021,1.66142718632,0.113138440204,1313.983
updated_20260609_home__20260609_161953,20260609,16:19:53,156,60,81.8098,1887.91846154,disturbed_test,1,D5,0,81.4714282522,81.9954517956,81.5431893895,82.1034656716,3.93594702055,4.14319797875,4.12114161478,4.03535936742,3.79386739622,0.757141501841,0.246086754622,0.0202639441409,-0.20859857787,-0.766735644509,0.0354675676972,1.02876728382,0.945131774418,0.0269199279335,0.199588116325,0.118817313922,2.01699995995,2.98300004005,0.000960474499606,-0.000758539760336,0.0281409478064,146.457600367,1.5942642293,0.241710486899,616.983
updated_20260609_home__20260609_165100,20260609,16:51:00,187,50,82.3504,1585.35529412,disturbed_test,1,D5,0,81.9468990656,82.4736325876,82.0171379374,82.5830260973,3.3112003762,3.47570043094,3.45832594466,3.3874793126,3.1740034233,0.642605879826,0.205694456553,0.0151809709067,-0.176720407901,-0.639275289987,0.0408161255466,1.02885277668,0.944926993293,0.0262458033218,0.1998579206,0.119111113657,2.01699995995,2.98300004005,0.00101444008092,0.000145970663215,0.0308433601782,177.341058584,1.61666910659,0.305911198537,615.983
updated_20260609_home__20260609_171653,20260609,17:16:53,226,40,81.09,1291.69911504,disturbed_test,1,D5,0,80.7769222541,81.2954183688,80.8600255088,81.4045090481,2.69848047026,2.83385518697,2.81759367494,2.76112742885,2.59692535669,0.516514466627,0.17247467195,0.0165640100499,-0.142910104498,-0.532236369915,0.0370423278573,1.02772007242,0.946456171637,0.0265275215189,0.201444619811,0.119645909585,2.01699995995,2.98200011253,0.00128295606948,0.000871260626845,0.0202038662827,219.238783022,1.64677249623,0.0911559085015,203.983
updated_20260609_home__20260609_174154,20260609,17:41:54,294,30,82.0303,1004.45265306,disturbed_test,1,D5,0,81.8190571232,82.3449502729,81.8776349355,82.4543951142,2.10164034838,2.21122812298,2.19803798377,2.14921065824,2.01321409969,0.393227883354,0.132947072388,0.0120841628467,-0.106885691596,-0.403552803314,0.041423922354,1.02968695522,0.943678986114,0.0290525345394,0.196508024077,0.11676391989,1.01699995995,1.98300004005,0.00163262953212,-0.00218080666181,0.0154992698722,288.52125934,1.84215709839,0.169354436933,463.983
updated_20260610_home__20260610_092743,20260610,09:27:43,122,70,83.0906,2451.85377049,disturbed_test,1,D6,90,82.9408735129,83.4780984115,83.1110971156,83.5787806397,4.91028958083,5.29716653903,5.33117188514,5.3091821065,5.22391131299,1.04161157824,0.32862993195,-0.0698676355302,-0.424555230534,-0.989712235427,-0.0601459579624,1.02240504153,0.955484420935,-0.00230432952032,0.218963417506,0.126850686442,2.01699995995,7.98300004005,0.000592959024244,0.000718474815349,0.041045264503,103.346109094,1.20427511991,0.607642918629,837.983
updated_20260610_home__20260610_095019,20260610,09:50:19,125,70,83.2697,2398.16736,disturbed_test,1,D6,90,83.1200051653,83.6532816028,83.2751525097,83.7649657997,4.80396965775,5.18218700379,5.21638223116,5.20029943758,5.0998468329,1.00134562759,0.317119426224,-0.0593417986247,-0.412052273237,-0.959114390162,-0.0580090240021,1.02271235319,0.953896404929,-0.00355108367488,0.21558306494,0.12523841287,3.01699995995,4.98300004005,0.000582824708538,5.96258665557e-05,0.0398690858261,109.304248629,1.54015349118,0.132574470428,329.983
updated_20260610_home__20260610_102055,20260610,10:20:55,230,20,41.8451,654.966782609,disturbed_test,1,D6,90,41.8601107831,42.1359830367,41.9721693065,42.1766119281,1.31728208225,1.41284535828,1.42389179245,1.41990311693,1.40482314678,0.265672878213,0.0841929397597,-0.0184259292916,-0.110279393528,-0.256723809657,-0.0627197714626,1.02016314617,0.960941380026,-0.00505660985077,0.210724105299,0.121974565628,2.01699995995,1.98300004005,0.00329261979399,-0.00180561694151,0.0230950868101,217.325582396,1.56452329229,0.107482148781,436.983
updated_20260610_home__20260610_104537,20260610,10:45:37,181,50,81.4492,1619.9840884,disturbed_test,1,D6,90,81.1966423526,81.7195315969,81.3517404922,81.8245470543,3.23399516619,3.49353583538,3.519202267,3.50920155873,3.44842598267,0.671888002509,0.211402187297,-0.051102773009,-0.285633099908,-0.639833091902,-0.0623187396616,1.02276460773,0.954258423925,-0.00455283504257,0.216207876034,0.124701345251,2.01699995995,2.98300004005,0.000898147171111,-0.00408103808715,0.0255462189972,172.375744484,1.55452054322,0.120240131683,427.983
updated_20260610_home__20260610_110929,20260610,11:09:29,210,40,81.4892,1396.95771429,disturbed_test,1,D6,90,81.3214475994,81.8552528474,81.5208223327,81.9388687186,2.7974759123,3.01100131838,3.0326914369,3.02106654427,2.98700305352,0.571753969209,0.180892357117,-0.0402622212491,-0.235969708032,-0.555469175673,-0.0638171257792,1.02116060861,0.958954557134,-0.00338913879071,0.213391071376,0.12352397102,2.01699995995,2.98300004005,0.00100967460977,0.00287229290477,0.0159698289851,202.028589249,1.59887520415,0.11133507584,56.983
updated_20260610_home__20260610_131744,20260610,13:17:44,119,80,83.8299,2536.03058824,disturbed_test,1,D6,90,83.6752305786,84.2198256123,83.831165697,84.3162585912,5.07230756918,5.48078859463,5.52201246587,5.49432095651,5.39541196644,1.06406459416,0.332433420204,-0.0768298705962,-0.43013245291,-1.02142383849,-0.0599121631449,1.02392822429,0.953769024978,-0.00250926041083,0.216940579506,0.12555562383,2.01699995995,3.98300004005,0.000532635277743,0.00127875318544,0.0519521269281,104.283336162,1.47018971912,0.0731192634455,621.983
updated_20260610_home__20260610_133459,20260610,13:34:59,124,70,83.6899,2429.70677419,disturbed_test,1,D6,90,83.5531110778,84.0969506051,83.7001449029,84.1932995875,4.85657031392,5.25923588742,5.29483542001,5.26130246818,5.16786804919,1.01206755957,0.321448126081,-0.0594571243498,-0.403290181898,-0.979920836057,-0.0602360678161,1.02454990609,0.952844619189,-0.000399883086425,0.214876471474,0.125018805856,3.01699995995,2.98300004005,0.000620400934592,-0.000378023228068,0.0422442225051,110.886525232,1.41858036696,0.219883609887,588.983
updated_20260610_home__20260610_142511,20260610,14:25:11,183,20,32.7718,644.691147541,disturbed_test,1,D6,90,32.7762191989,32.9948104443,32.8688977168,33.021211617,1.2965400681,1.38835227148,1.40129209397,1.39720586108,1.38374211855,0.266598415898,0.0865690554845,-0.017538078857,-0.10953940095,-0.260298692366,-0.0634923321662,1.02028911754,0.962206516288,-0.00644635130675,0.215677694559,0.125019689299,2.01699995995,2.98300004005,0.00107802371975,-0.00369401911132,0.0271836753335,169.980969617,1.39491307991,1.47264070907,117.983
updated_20260610_home__20260610_151635,20260610,15:16:35,226,40,81.4302,1297.11823009,disturbed_test,1,D6,90,81.2379352996,81.7686818281,81.4285891428,81.8575262833,2.58942967851,2.79543237738,2.81580279544,2.80629249554,2.77730988368,0.52886769856,0.168305336443,-0.0372562362346,-0.218999026609,-0.512598576853,-0.0681502331705,1.02138283753,0.958051258127,-0.00393931646036,0.212710164447,0.123087364179,2.01699995995,2.98300004005,0.00110666241267,-0.00237770010187,0.0190564799985,217.526250529,1.6154567106,0.0969156944924,616.983
updated_20260610_home__20260610_153802,20260610,15:38:02,286,30,81.2502,1022.72979021,disturbed_test,1,D6,90,81.175260165,81.7108963373,81.3797580836,81.7885180604,2.04900564754,2.20458552406,2.22281091833,2.2151005695,2.19177760097,0.415281235611,0.133734108563,-0.0301093218478,-0.175697233729,-0.402881622439,-0.0655923352252,1.021204483,0.959521368427,-0.0048308254466,0.212749004802,0.122906203591,2.01699995995,2.98300004005,0.00163331518927,0.000691536644476,0.0128929470153,278.868863172,1.30210499682,0.715604238391,922.983
